Name,Label,Length,EffectiveLength,6_Acute_KO_3,5_Acute_KO_2,9_Chronic_Control_3,3_Acute_Control_3,2_Acute_Control_2,10_Chronic_KO_1,4_Acute_KO_1,1_Acute_Control_1,7_Chronic_Control_1,11_Chronic_KO_2,12_Chronic_KO_3,8_Chronic_Control_2
ENSMUSG00000028435,Aqp3,NA,NA,4.0,5.0,7.0,0.0,2.0,9.0,6.0,0.0,3.0,7.0,5.0,1.0
ENSMUSG00000001158,Snrnp27,NA,NA,274.0,277.0,244.997,241.0,439.0,552.0,574.0,407.0,478.0,411.0,369.0,245.0
ENSMUSG00000026235,Epha4,NA,NA,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0
ENSMUSG00000089669,Tnfsf13,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000058435,Btnl4,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSMUSG00000040613,Apobec1,NA,NA,3.0,8.0,3.0,4.0,6.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
ENSMUSG00000029656,C8b,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030110,Ret,NA,NA,3.127,10.0,6.0,3.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,0.0
ENSMUSG00000025431,Crisp1,NA,NA,471.409,720.948,253.455,1215.83,2329.315,96.967,292.719,1921.324,218.894,72.265,50.263,112.499
ENSMUSG00000018844,Fndc8,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000074918,Inafm2,NA,NA,5.0,11.0,10.0,6.0,7.0,8.0,4.0,15.0,5.0,13.0,12.785,5.0
ENSMUSG00000036918,Ttc7,NA,NA,74.414,54.002,51.29,123.445,153.722,94.911,98.0,119.738,48.074,90.73,201.639,34.727
ENSMUSG00000040140,Tdrd6,NA,NA,0.0,1.0,1.0,1.0,2.2,0.0,0.0,1.0,12.0,1.0,4.517,0.0
ENSMUSG00000020956,Dtd2,NA,NA,89.0,64.0,50.0,107.0,79.0,75.0,44.0,74.0,94.0,58.0,18.0,46.0
ENSMUSG00000033383,Rtp1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000070298,Trcg1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSMUSG00000071636,Rimbp3,NA,NA,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSMUSG00000031410,Nxf7,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000050578,Mmp13,NA,NA,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
ENSMUSG00000096674,Mup15,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000078504,Aadacl4fm5,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000045502,Hcar2,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000051985,Igfn1,NA,NA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
ENSMUSG00000074736,Syndig1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSMUSG00000037020,Wdr62,NA,NA,70.0,48.0,31.001,52.0,51.0,114.0,68.0,44.0,67.0,74.0,39.0,48.0
ENSMUSG00000003153,Slc2a3,NA,NA,9597.876,9070.998,16539.922,12303.999,15529.921,17081.96,17575.943,12259.0,30491.945,18876.771,14827.994,11911.935
ENSMUSG00000040866,Rsph6a,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
ENSMUSG00000030613,Ccdc90b,NA,NA,27.0,31.0,28.0,19.0,20.0,20.0,27.0,12.0,33.0,15.0,21.0,22.0
ENSMUSG00000026923,Notch1,NA,NA,1938.569,1739.0,1228.53,1332.0,1070.0,3493.0,3357.0,899.0,2957.0,2408.054,1558.988,2484.748
ENSMUSG00000032579,Hemk1,NA,NA,49.0,61.0,43.0,91.0,142.0,24.0,38.0,76.0,32.0,25.0,10.0,12.0
ENSMUSG00000034973,Dop1a,NA,NA,116.0,153.0,90.0,228.0,168.0,204.0,220.0,170.0,202.002,141.0,141.0,85.0
ENSMUSG00000041920,Slc16a6,NA,NA,502.0,466.0,101.0,399.0,825.0,536.0,544.0,793.0,498.0,337.0,208.0,338.0
ENSMUSG00000094957,Ighd5-5,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000041594,Tmtc4,NA,NA,1.0,0.0,0.0,2.0,1.0,5.0,5.0,2.0,3.0,5.0,1.0,1.0
ENSMUSG00000047565,Acot10,NA,NA,0.0,0.0,1.328,0.0,0.0,0.0,14.477,1.379,14.473,1.292,0.0,0.0
ENSMUSG00000078208,Fthl17b,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025742,Prps2,NA,NA,162.99,219.0,172.0,202.697,296.992,232.998,224.998,244.0,247.986,165.0,97.0,110.0
ENSMUSG00000010045,Tmem115,NA,NA,90.0,86.0,75.0,69.0,161.0,98.0,65.0,152.0,78.0,76.0,39.0,42.0
ENSMUSG00000026811,St6galnac6,NA,NA,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0
ENSMUSG00000068647,Or4f54,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000037847,Nmrk1,NA,NA,4.0,15.0,8.0,8.0,26.0,11.0,17.0,26.0,14.0,13.0,8.0,11.0
ENSMUSG00000038132,Rbm24,NA,NA,1.0,10.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000031258,Xkrx,NA,NA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000020163,Uqcr11,NA,NA,518.0,404.0,231.0,355.0,505.0,816.0,408.0,541.0,668.0,612.0,462.0,387.0
ENSMUSG00000040046,Tph1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000003436,Dll3,NA,NA,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0
ENSMUSG00000034872,Gipc3,NA,NA,8.0,1.0,1.0,3.0,8.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0
ENSMUSG00000029152,Ociad1,NA,NA,556.0,582.0,521.0,816.0,1080.0,391.0,468.0,1048.0,454.001,341.0,336.0,195.0
ENSMUSG00000009733,Tfcp2,NA,NA,24.0,49.0,32.0,51.001,44.0,22.0,21.0,34.0,53.0,29.0,24.0,15.0
ENSMUSG00000023806,Rsph3b,NA,NA,3.083,14.578,14.303,49.933,32.687,23.08,39.993,43.201,71.799,27.432,91.306,18.201
ENSMUSG00000060743,H3f3a,NA,NA,2172.821,3266.597,2037.462,1946.034,2819.943,2640.604,2632.454,2580.454,3093.558,2176.525,1664.229,1398.055
ENSMUSG00000007739,Cct4,NA,NA,946.0,1185.0,732.0,864.0,1141.0,1058.0,1364.0,1117.0,1063.0,766.0,552.0,443.0
ENSMUSG00000028868,Wasf2,NA,NA,80.0,114.0,82.0,96.0,127.0,167.115,148.0,126.0,135.0,137.0,131.0,44.0
ENSMUSG00000014773,Dll1,NA,NA,1.0,6.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
ENSMUSG00000000606,Vmn2r88,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSMUSG00000024208,Uqcc2,NA,NA,279.0,254.0,211.0,211.0,234.001,318.0,245.0,178.0,393.0,266.0,207.0,172.0
ENSMUSG00000005615,Pcyt1a,NA,NA,194.0,155.0,57.582,96.0,179.0,84.794,107.0,162.0,78.0,82.0,41.0,49.0
ENSMUSG00000031555,Adam9,NA,NA,98.0,95.0,106.0,109.0,118.0,222.0,186.0,102.0,262.0,214.0,132.0,112.0
ENSMUSG00000042757,Tmem108,NA,NA,75.0,40.0,110.0,40.0,45.0,88.0,47.0,34.0,49.0,67.0,37.0,43.0
ENSMUSG00000055780,Usp26,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000039058,Ak5,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
ENSMUSG00000076523,Igkv15-103,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060691,Krtap19-1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021567,Nkd2,NA,NA,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,3.0,3.0,0.0
ENSMUSG00000021200,Asb2,NA,NA,89.0,73.0,23.0,169.0,337.0,0.0,7.0,267.445,0.0,3.0,4.0,0.0
ENSMUSG00000071042,Rasgrp3,NA,NA,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,28.943,1.0
ENSMUSG00000058013,Septin11,NA,NA,773.717,894.132,773.004,820.314,1143.012,752.178,774.956,1128.696,755.023,596.765,465.743,383.568
ENSMUSG00000020332,Meikin,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000070939,Tgfbrap1,NA,NA,19.0,18.0,8.0,15.0,19.0,17.0,12.0,16.0,16.0,31.0,7.0,6.0
ENSMUSG00000040600,Eps8l3,NA,NA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ENSMUSG00000021660,Btf3,NA,NA,1400.0,1536.0,847.0,1306.0,1863.0,1182.0,1421.0,1525.0,1234.0,933.0,654.0,636.0
ENSMUSG00000021143,Pacs2,NA,NA,112.0,101.0,75.0,121.0,137.097,46.0,35.021,104.0,28.0,32.0,22.259,25.0
ENSMUSG00000089768,Tmsb15b1,NA,NA,4.439,4.98,14.875,9.361,19.603,2.997,28.142,23.882,10.784,3.132,3.007,1.173
ENSMUSG00000021037,Ahsa1,NA,NA,304.023,437.999,209.027,478.0,665.0,291.999,416.0,656.999,389.0,246.0,177.0,215.999
ENSMUSG00000058022,Adtrp,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094995,Pate3,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000024712,Rfk,NA,NA,27.0,35.0,21.0,27.0,18.0,17.0,27.0,25.0,36.0,20.0,16.0,15.0
ENSMUSG00000042377,Fam83g,NA,NA,56.0,47.0,40.0,44.0,48.0,9.0,4.0,40.0,4.0,11.0,6.0,4.0
ENSMUSG00000023051,Tarbp2,NA,NA,66.0,43.0,43.0,89.0,123.0,130.0,75.0,111.0,114.0,79.0,94.999,61.0
ENSMUSG00000040010,Slc7a5,NA,NA,1710.0,1668.0,892.0,1162.0,2454.0,1732.0,1522.0,2355.0,944.0,1321.0,873.0,834.0
ENSMUSG00000040276,Pacsin1,NA,NA,2.484,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
ENSMUSG00000029073,Cptp,NA,NA,3.0,3.0,0.0,1.0,4.0,6.0,1.0,2.0,0.0,3.0,0.0,3.0
ENSMUSG00000004698,Hdac9,NA,NA,1.0,15.142,0.0,0.0,1.0,27.0,1.007,0.0,1.046,0.0,0.0,2.0
ENSMUSG00000055917,Zfp277,NA,NA,68.0,115.0,58.0,101.0,129.0,71.0,116.0,121.0,103.0,72.0,67.0,47.0
ENSMUSG00000041459,Tardbp,NA,NA,1121.0,1345.0,613.0,1213.0,1917.001,901.0,1316.001,1876.999,1418.0,737.0,496.0,574.0
ENSMUSG00000036564,Ndrg4,NA,NA,27.937,19.0,17.415,18.0,13.614,17.01,21.284,20.24,30.896,24.024,20.0,24.96
ENSMUSG00000059486,Kbtbd2,NA,NA,42.0,75.0,50.0,62.0,102.0,61.0,90.0,100.0,62.0,44.0,61.0,31.0
ENSMUSG00000072934,Trpc5os,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000115958,Gm28040,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000020778,Ten1,NA,NA,76.0,71.0,72.0,93.0,102.0,57.0,56.0,105.0,69.0,63.0,28.0,48.0
ENSMUSG00000096461,Igkv14-130,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028571,Cyp2j13,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000046607,Hrk,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,16.0,4.0,6.0,0.0
ENSMUSG00000014349,Ube2z,NA,NA,291.0,294.0,329.0,360.0,435.0,399.0,561.0,357.0,660.0,354.0,299.0,344.0
ENSMUSG00000118559,A930007A09Rik,NA,NA,64.0,57.0,52.0,85.0,96.0,81.0,65.0,80.0,112.0,48.0,32.0,39.0
ENSMUSG00000109649,Gm45521,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000066262,Or51i1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000083649,Rasl2-9,NA,NA,15.232,13.729,13.422,14.411,12.363,2.52,177.507,6.768,61.616,9.382,2.723,2.674
ENSMUSG00000023070,Rgn,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000018012,Rac3,NA,NA,5.02,2.0,2.006,4.005,1.0,2.0,1.002,3.0,4.043,3.004,9.875,3.0
ENSMUSG00000061731,Ext1,NA,NA,0.0,2.0,1.0,3.0,1.0,4.0,0.0,6.0,0.0,0.0,8.0,1.0
ENSMUSG00000043542,Zc2hc1a,NA,NA,10.0,23.0,11.0,13.0,17.0,10.0,11.0,21.0,13.0,10.0,5.0,5.0
ENSMUSG00000033187,BC016579,NA,NA,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030789,Itgax,NA,NA,23.0,18.0,30.81,19.0,28.0,9.0,5.0,36.0,16.0,18.0,16.179,2.0
ENSMUSG00000028381,Ugcg,NA,NA,114.0,135.0,147.0,290.0,335.0,155.0,224.0,303.0,280.0,153.0,88.0,91.0
ENSMUSG00000030089,Slc41a3,NA,NA,8.0,9.0,8.0,9.0,11.0,20.0,15.0,14.0,14.0,14.0,5.0,5.0
ENSMUSG00000002033,Cd3g,NA,NA,2103.0,2451.0,2383.0,2659.0,3721.0,1801.0,2263.0,3004.0,1948.0,1367.0,993.0,969.0
ENSMUSG00000020386,Sar1b,NA,NA,275.997,430.0,206.0,268.0,443.0,289.0,376.0,449.0,330.0,198.0,162.0,118.0
ENSMUSG00000034024,Cct2,NA,NA,1576.001,1693.999,762.999,1508.0,2077.0,1827.0,1991.001,2016.997,1752.0,1279.0,852.0,889.0
ENSMUSG00000051177,Plcb1,NA,NA,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7,0.0
ENSMUSG00000066637,Ttc32,NA,NA,2.0,2.0,1.0,5.0,6.0,5.0,10.0,4.0,8.0,0.0,2.0,3.0
ENSMUSG00000025782,Taf3,NA,NA,47.0,56.0,32.0,67.0,77.0,59.0,62.0,65.0,30.0,55.001,38.0,34.0
ENSMUSG00000034175,Rhbdd3,NA,NA,1.0,4.0,2.0,4.0,8.0,5.0,8.0,8.0,3.0,4.0,7.0,7.0
ENSMUSG00000022303,Dcstamp,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076439,Mog,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000032999,Nlrp4f,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000075528,Aarsd1,NA,NA,257.791,243.134,124.744,131.797,204.384,265.534,222.226,145.89,140.687,201.254,165.753,94.603
ENSMUSG00000042444,Mindy2,NA,NA,59.0,40.0,52.0,82.0,72.0,92.0,111.0,66.0,114.0,79.0,63.0,54.0
ENSMUSG00000036062,Phf24,NA,NA,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSMUSG00000008167,Fbxw9,NA,NA,114.0,82.0,80.0,97.0,116.0,125.0,96.0,74.0,172.0,97.0,65.0,62.0
ENSMUSG00000094052,Gm21118,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028016,Ints12,NA,NA,137.0,113.0,93.0,157.0,201.0,91.0,140.0,181.0,129.0,92.0,64.0,63.0
ENSMUSG00000001707,Eef1e1,NA,NA,323.0,471.0,125.0,304.0,517.0,343.0,445.0,387.0,272.0,193.0,132.0,171.0
ENSMUSG00000021359,Tfap2a,NA,NA,2.0,1.0,3.0,1.0,5.0,3.0,6.0,4.15,13.0,1.0,2.0,2.0
ENSMUSG00000033080,Vsx1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSMUSG00000001435,Col18a1,NA,NA,54.0,64.0,46.0,49.0,44.0,28.0,17.0,44.0,49.0,22.001,27.856,9.0
ENSMUSG00000075592,Nynrin,NA,NA,1.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,2.0,3.0,1.0
ENSMUSG00000025348,Itga7,NA,NA,16.0,22.0,43.0,80.0,30.0,23.0,44.0,26.0,100.0,23.0,363.0,29.0
ENSMUSG00000037326,Capn15,NA,NA,54.0,45.0,77.0,86.0,98.0,83.0,81.0,88.0,84.0,55.0,36.0,41.0
ENSMUSG00000020806,Rhbdf2,NA,NA,279.0,236.0,166.0,237.0,267.0,292.979,283.99,175.0,136.996,238.0,148.0,165.0
ENSMUSG00000079557,Marchf2,NA,NA,5.0,6.0,1.0,4.0,6.0,2.0,0.0,4.0,3.0,4.0,2.0,2.0
ENSMUSG00000035387,Ppp4r3c1,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000063882,Uqcrh,NA,NA,747.0,901.0,492.0,749.0,1205.0,1402.0,1549.0,1134.0,1341.0,908.0,816.0,715.0
ENSMUSG00000029348,Asphd2,NA,NA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
ENSMUSG00000051159,Cited1,NA,NA,3.0,22.0,7.0,7.0,1.0,9.0,5.0,3.0,21.0,11.0,7.0,10.0
ENSMUSG00000039814,Xkr5,NA,NA,18.0,8.0,5.0,7.0,9.0,26.0,29.0,4.0,20.0,28.0,40.0,18.0
ENSMUSG00000051354,Samd3,NA,NA,36.0,30.0,28.0,246.0,324.0,27.0,84.001,357.0,102.0,25.999,26.0,27.0
ENSMUSG00000054850,Smim10l2a,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
ENSMUSG00000031257,Nox1,NA,NA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
ENSMUSG00000020945,Lyzl6,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000042793,Lgr6,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
ENSMUSG00000076754,Trgv2,NA,NA,141.938,203.433,160.496,17.0,29.891,514.536,732.75,18.846,675.269,417.518,337.692,262.382
ENSMUSG00000079362,Gm43302,NA,NA,0.0,0.0,0.0,218.128,495.956,0.0,37.686,0.0,9.766,0.0,0.0,0.0
ENSMUSG00000071291,Zfp58,NA,NA,18.218,42.679,35.006,48.829,67.418,39.762,55.866,67.878,59.023,34.55,21.963,26.757
ENSMUSG00000028550,Atg4c,NA,NA,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,9.0,2.0
ENSMUSG00000026851,BC005624,NA,NA,411.0,358.0,274.0,382.0,613.0,252.0,426.0,566.0,339.0,212.0,182.0,204.0
ENSMUSG00000029869,Ephb6,NA,NA,22.0,5.0,7.0,20.0,16.0,20.0,23.0,20.0,8.0,10.0,9.0,6.0
ENSMUSG00000030643,Rab30,NA,NA,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000041444,Arhgap32,NA,NA,0.0,21.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,1.0,26.0,0.0
ENSMUSG00000016554,Eif3d,NA,NA,2464.0,2294.0,1460.0,2069.002,2788.0,2742.0,2323.0,2360.0,2748.0,1997.0,1170.0,1376.0
ENSMUSG00000078315,Fam47c,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000074519,Zfp971,NA,NA,1.013,1.019,6.317,21.272,25.064,2.123,14.148,13.622,13.028,5.872,1.024,6.287
ENSMUSG00000030823,9130019O22Rik,NA,NA,59.082,60.519,62.669,137.453,129.727,67.368,108.018,93.628,119.202,54.098,49.999,40.099
ENSMUSG00000036617,Etl4,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0
ENSMUSG00000028328,Tmod1,NA,NA,2.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0
ENSMUSG00000054446,Cpa1,NA,NA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
ENSMUSG00000094391,Btbd35f29,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000058014,Or5p76,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000079703,Ssxb8,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000004221,Ikbkg,NA,NA,152.0,134.0,162.0,252.0,351.0,154.0,232.0,321.0,265.0,158.0,104.0,153.0
ENSMUSG00000034858,Atosa,NA,NA,98.0,130.0,114.0,213.0,224.0,88.0,100.0,195.0,112.0,85.0,82.0,37.0
ENSMUSG00000038412,Higd1a,NA,NA,442.0,515.0,451.0,423.0,454.0,573.0,685.0,392.0,1101.0,471.0,387.0,387.0
ENSMUSG00000023050,Map3k12,NA,NA,5.0,3.0,14.0,24.0,24.0,23.0,25.0,15.0,20.0,16.0,16.0,12.0
ENSMUSG00000108815,Gm49388,NA,NA,95.676,41.417,11.894,52.208,54.103,168.089,176.738,34.659,133.588,134.818,105.329,103.657
ENSMUSG00000049232,Tigd2,NA,NA,3.0,15.0,6.0,9.0,7.0,4.0,6.0,8.0,7.0,8.0,10.0,4.0
ENSMUSG00000031022,BC051019,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000078257,2300003K06Rik,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSMUSG00000002257,Def6,NA,NA,1629.0,1066.0,1557.0,1858.999,1842.0,2161.978,1737.091,1600.999,3048.624,1782.0,1164.344,1159.0
ENSMUSG00000079037,Prnp,NA,NA,401.0,317.0,308.0,195.0,268.0,475.0,577.0,244.0,547.0,379.0,293.0,342.0
ENSMUSG00000048218,Amigo2,NA,NA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034126,Pomt2,NA,NA,29.0,36.0,27.0,39.0,47.0,52.0,35.0,35.0,33.0,49.0,50.0,21.0
ENSMUSG00000094266,Or1j12,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000016409,Nkap,NA,NA,123.985,95.0,117.968,191.929,174.936,87.0,134.977,185.0,214.974,117.833,78.0,65.0
ENSMUSG00000033849,B3galt2,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000112148,Lilrb4a,NA,NA,107.558,211.156,50.203,274.097,923.204,18.039,314.288,781.287,131.279,11.759,54.582,93.63
ENSMUSG00000031344,Gabrq,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000048038,Ccdc187,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSMUSG00000025665,Rps6ka6,NA,NA,0.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSMUSG00000011632,Pinlyp,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000024976,Shoc2,NA,NA,69.0,72.0,39.0,64.0,123.0,35.0,73.0,72.0,40.0,41.0,30.0,23.0
ENSMUSG00000055421,Pcdh9,NA,NA,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
ENSMUSG00000040124,Gorab,NA,NA,29.0,29.0,15.0,20.0,26.0,5.0,22.0,29.0,15.0,21.0,9.0,10.0
ENSMUSG00000019872,Smpdl3a,NA,NA,12.0,27.0,25.0,15.0,18.0,4.0,24.0,14.0,12.0,10.0,5.0,3.0
ENSMUSG00000044206,Vsig4,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000078657,Crnn,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000046942,Mageb16,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094146,Gm10142,NA,NA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000028517,Plpp3,NA,NA,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
ENSMUSG00000040013,Fkbp6,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
